name,full_name,dob,age,height,weight,eye_color,hair_color,zodiac_sign,hometown,nationality,education_qualification,religion,food_habit,hobbies,marital_status,salary,net_worth,image_path
Asif Ali,Asif Ali,4 February 1986,, 173 cm, 63 kg ,Black,Black,Aquarius,Thodupuzha_Idukki_Kerala_India,Indian,,Islam,,Watching films,Married,,,images/Asif_Ali.jpg
Arjun Sarja,Arjun Sarja,15 August 1964,, 178 cm, 80 kg,Light Brown,Black,Leo,Chennai_Tamil Nadu_India,Indian,Bachelor of Science (B.Sc.),Hinduism,,Writing_singing,Married,,,images/Arjun_Sarja.jpg
Arshad Warsi,Arshad Warsi,19 April 1968,,168 cm,70 kg,Light Brown,Black,Aries,Mumbai_Maharashtra_India,Indian,10th Standard,Islam,,Dancing_Biking_Cooking,Married,₹2-3 Crore/film,₹269 Crore ($40 million),images/Arshad_Warsi.jpg
Arya Babbar,Arya Babbar,,,,,,,,,,,,,,,,,images/Arya_Babbar.jpg
Arjun Rampal,Arjun Rampal,26 November 1972 ,,185 cm,85 kg,Brown,Black,Sagittarius,Jabalpur_Madhya Pradesh_India,Indian ,B.A. in Economics ,Hinduism,Non-Vegetarian,Reading_Driving_Playing Guitar and Cricket,Divorced ,₹7-8 Crore/film,₹306 Crore ($45 million),images/Arjun_Rampal.jpg
Arjun Mathur,Arjun Mathur,18 October 1981,,178 cm,70 kg,Brown,Black,Libra,New Delhi_India,Indian,Graduate,Hinduism,Non-Vegetarian,Travelling_Painting_Photography_Watching Films_Listening to Music,Divorced,,,images/Arjun_Mathur.jpg
Arif Zakaria,Arif Zakaria,11 November 1966,,175 cm,70 kg,Dark Brown,Black,Scorpio,Mumbai_Maharashtra_India,Indian,Graduate,Islam,,Travelling,Married,,,images/Arif_Zakaria.jpg
Arjun Kapoor,Arjun Kapoor,26 June 1985,,183 cm,85 kg,Dark Brown,Black,Cancer,Mumbai_Maharashtra_India,Indian,12th fail,Hinduism,Non-Vegetarian,Playing Football & Video Games_Travelling,Unmarried,₹5-7 Crore/film,₹67 Crore ($10 Million),images/Arjun_Kapoor.jpg
Aravind Akash,Aravind Akash,30 November 1976,,173 cm,70 kg,Brown,Black,Sagittarius,Chennai_Tamil Nadu_India,Indian,Bachelor in History,Hinduism,Non-Vegetarian,Watching Cricket Matches_Travelling,Not Known,,,images/Aravind_Akash.jpg
Arbaaz Khan,Arbaaz Khan,4 August 1967,,178 cm,75 kg,Black,Black,Leo,Mumbai_India,Indian,Not Known,Islam,Non-Vegetarian,Travelling_Cooking_Swimming,Divorced,,₹134 Crore ($20 Million),images/Arbaaz_Khan.jpg
Apurva Agnihotri,Apurva Agnihotri,2 December 1972,,173 cm,70 kg,Black,Black,Sagittarius,Kolkata_West Bengal_India,Indian ,Bachelor of Arts ,Hindu,,Photography,Married,Not Known,Not Known,images/Apurva_Agnihotri.jpg
Anupam Kher,Anupam Kher,7 March 1955 ,,170 cm,70 kg,Dark Brown,N/A (Bald),Pisces,Shimla_Himachal Pradesh_India,Indian,Graduate in Theatre Drama,Hinduism,Non-Vegetarian,Listening to Old Hindi Songs_Reading,Married,₹2.17 crore (as in 2014) ,₹400 crore (as in 2018) ,images/Anupam_Kher.jpg
Anurag Kashyap,Anurag Singh Kashyap,10 September 1972,,178 cm,84 kg,Black,Black,Virgo,Gorakhpur_Uttar Pradesh,Indian,Bachelor of Science,Atheist,Non-Vegetarian,Writing_Swimming,Divorced,Rs. 8 crores/film,$110 million (As in 2018),images/Anurag_Kashyap.jpg
Ankush Hazra,Ankush Hazra,14 February 1989,,183 cm,80 kg,Dark Brown,Black,Aquarius,Kolkata_India,India,"Bachelor of Business Administration, Electronic Engineering",Hinduism,,Travelling,Unmarried,,,images/Ankush_Hazra.jpg
Annu Kapoor,Annu Kapoor,20 February 1956,, 163 cm, 64 kg,,,Pisces,Itwara_Bhopal_Madhya Pradesh_India,Indian,,Hindu,,Singing,Married,,,images/Annu_Kapoor.jpg
Amol Palekar,Amol Palekar,24 November 1944,,168 cm,65 kg,Black,Salt & Pepper,Sagittarius,Mumbai, Indian,Diploma Course Fine Arts,Hindu,,Travelling_Writing,Married,,,images/Amol_Palekar.jpg
Amrish Puri,Amrish Lal Puri,22 June 1932,,178 cm,80 kg,Brown,White,Cancer,Nawanshahr_Punjab_India,Indian,Graduate,Hinduism,,Making A Collection of Hats_Travelling_Listening to Indian Classical Music,Married,1 Crore INR/Film,,images/Amrish_Puri.jpg
Anil Kapoor,Anil Kapoor,24 December 1956 ,,178 cm,70 kg,Dark Brown,Black,Capricorn ,Mumbai_Maharashtra_India,Indian,12th Standard (Expelled from college due to lack of attendance),Hinduism,Non-Vegetarian,Painting_Gymming_Travelling,Married,₹3-4 Crore/film,₹120 Crores ($18 Million),images/Anil_Kapoor.jpg
Amjad Khan,Amjad Khan,12 November 1940,,178 cm,120 kg,Dark Brown,Black,Scorpio,Mumbai_India,Indian,A post-graduate in Philosophy,Islam,,Driving_Listening to Music_Playing Badminton,Married,,,images/Amjad_Khan.jpg
Amitabh Bachchan,Amitabh Harivansh Rai Shrivastava,11 October 1942,,188 cm,,Dark Brown,Salt & Pepper,Libra,Allahabad_Uttar Pradesh_India,Indian,Bachelor of Science,Hinduism,Non-vegetarian,Singing_Blogging_Reading,Married,Rs. 20 Crores/film (As in 2018),$400 million; Rs. 2800 Crores (as in 2019) ,images/Amitabh_Bachchan.jpg
Allu Sirish,Allu Sirish,16 January 1987,,170 cm,70 kg,Dark Brown,Black,Capricorn,Chennai_Tamil Nadu_India,Indian,Mass Communication (Journalism),Hinduism,,Driving_Gymming,Unmarried,,,images/Allu_Sirish.jpg
Alok Nath,Alok Nath,10 July 1956,,174 cm,90 kg,Dark Brown,Salt & peper,Cancer,Delhi,Indian,Graduate degree in Theatre,Hinduism,,Collecting shoes_spending time with his pet dogs,Married,,,images/Alok_Nath.jpg
Allari Naresh,Allari Naresh,30 June 1982,, 188 cm, 75 kg ,Dark Brown,Black,Cancer,Hyderabad_Telangana_India,Indian,,Hinduism,,Not Known,Married,,,images/Allari_Naresh.jpg
Allu Arjun,Allu Arjun,8 April 1983,,175 cm,69 kg,Brown,Light Brown,Aries,Hyderabad_India ,Indian ,BBA ,Hinduism,,Collecting antique things_reading_photography_drawing,Married,13-15 crore/film (INR) ,$7 million,images/Allu_Arjun.jpg
Akshaye Khanna,Akshaye Khanna,28 March 1975,,175 cm,70 kg,Dark Brown,Black (Semi-bald),Aries,Mumbai_Maharashtra_India,Indian,Graduate,Hinduism,Non-Vegetarian,Playing Chess & Squash_Gardening_Swimming_Reading_Gymming,Unmarried,₹2-3 crore/film ,,images/Akshaye_Khanna.jpg
Ali Basha,Mohammad Ali Basha,10 October 1968,,165 cm,60 kg,Dark Brown,Black,Libra,Rajahmundry_Andhra Pradesh_India,Indian,,Islam,,Travelling,Married,,,images/Ali_Basha.jpg
Akshay Kumar,Akshay Kumar,9 September 1967,,180 cm,80 kg,Dark Brown,Black,Virgo,Mumbai_India,Canadian ,College Drop-out,Hinduism,Non-Vegetarian,Collecting Posters of Old Bollywood Movies_Cooking_Martial Arts_Playing Volleyball and Cricket ,Married,₹25 crore/film,₹980 crore,images/Akshay_Kumar.jpg
Aju Varghese,Aju Varghese,11 January 1985,, 170 cm, 63 kg ,Black,Black,Capricorn,Thiruvalla_Pathanamthitta_Kerala_India,Indian,,Christian,,Not Known,Married,,,images/Aju_Varghese.jpg
Ajith Kumar,Ajith Kumar,1 May 1971,, 175 cm, 80 kg ,Brown,Salt & Pepper,Taurus,Secunderabad_Hyderabad_Telangana_India,Indian,,Hinduism,,Racing_photography_reading biographies_playing cricket,Married, 25-30 crore/film (INR),$2 million,images/Ajith_Kumar.jpg
Akshay Anand,Akshay Anand,Not Known,,173 cm,-70 kg,Black,Black,,Not Known,Indian,,Hinduism,,,Married,,,images/Akshay_Anand.jpg
Ajaz Khan,Ajaz Khan,30 May 1980,,173 cm,75 kg,Grey,Black,Gemini,Ahmedabad_Gujarat_India,Indian ,Not Known,Islam,,Gyming,Married,₹2-3 lakhs/ week,,images/Ajaz_Khan.jpg
Ajay Rao,Krishna Ajai Rao,24 January 1980,, 178 cm, 72 kg ,Dark Brown,Black,Aquarius,Hospet_Bellary District_Karnataka_India,Indian,,Hinduism,,Singing,Married,,,images/Ajay_Rao.jpg
Aditya Roy,Aditya Roy,16 November 1985,,188 cm,80 kg,Dark Brown,Black,Scorpio,Mumbai_Maharashtra_India,Indian ,Graduate,Hinduism,Non-Vegetarian,Collecting Matchboxes_Playing the Guitar_Drawing_Writing Songs,Unmarried,₹4 crore/film,₹54 Crore ($8 million),images/Aditya_Roy.jpg
Aftab Shivdasani,Aftab Shivdasani,25 June 1978,,180 cm,75 kg,Black,Black,Cancer,Mumbai_Maharashtra_India,Indian ,Bachelor of Commerce,Hindu,,Playing cricket,Married,Not Known,$8 million,images/Aftab_Shivdasani.jpg
Abir Chatterjee,Abir Chatterjee,18 November 1980 ,,188 cm,85 kg,Dark Brown,Black,Scorpio,Kolkata_India,Indian," Bachelor of Business Administration, MBA in Finance",Hinduism,,Shopping_Reading,Married,,,images/Abir_Chatterjee.jpg
Achyuth Kumar,Achyuth Kumar,8 March 1966,,170 cm,65 kg,Dark Brown,Black,Pisces,Tiptur_Karnataka_India,Indian,Bachelor of Commerce (B.Com.),Hinduism,,Reading Books,Married,,,images/Achyuth_Kumar.jpg
Abhimanyu Singh,Abhimanyu Shekhar Singh,20 September 1975 (Saturday),,180 cm,,Dark Brown,Black,Virgo,Daudpur_Jehanabad_Bihar,Indian,Graduation ,,,Swimming_playing cricket_and fishing,Married,,,images/Abhimanyu_Singh.jpg
