name,full_name,dob,age,height,weight,eye_color,hair_color,zodiac_sign,hometown,nationality,education_qualification,religion,food_habit,hobbies,marital_status,salary,net_worth,image_path
Bobby Simha,Bobby Simha,6 November 1983,, 175 cm, 65 kg ,Black,Black,Scorpio,Kodaikanal_Dindigul district_Tamil Nadu_India,Indian,,Hinduism,,Not Known,Married,,,images/Bobby_Simha.jpg
Catherine Tresa,Catherine Tresa,10 September 1989,,168 cm,54 kg,Dark Brown,Black,Virgo,Dubai_UAE,Emirati (presently resides in India),Not Known,Roman Catholic,,Watching sitcoms_listening to music_playing with pets,Unmarried,,,images/Catherine_Tresa.jpg
Bobby Deol,Bobby Deol,27 January 1969,,180 cm,75 kg,Light Brown,Black,Aquarius,Sahnewal_Ludhiana_Punjab_India,Indian,Graduate in Commerce,Sikhism,Non-Vegetarian,Watching Movies_Collecting Sunglasses,Married,₹2 Crore/film,₹136 Crore ($20 Million),images/Bobby_Deol.jpg
Claudia Ciesla,Claudia Ciesla,12 February 1987,,173 cm,55 kg,Light Brown,Hazel Grey,Aquarius,Munich_Germany," Polish, German",,Jewish,,Travelling_Watching Football Matches,Unmarried,,,images/Claudia_Ciesla.jpg
Chitrangada Singh,Chitrangada Singh,30 August 1976,,165 cm,55 kg,Dark Brown,Black,Virgo,New Delhi_India,Indian,Food and Nutrition Course,Hinduism,,Swimming_kickboxing_travelling_playing golf,Divorced,1-2 crore/film (INR),,images/Chitrangada_Singh.jpg
Chitrashi Rawat,Chitrashi Rawat,29 November 1989,,-155 cm,-55 kg,Black,Black,Sagittarius,Raipur_Dehradun district_Uttarakhand_India,Indian,,Hinduism,,Painting_photography_travelling_adventurous sports,Unmarried,,,images/Chitrashi_Rawat.jpg
Celina Jaitley,Celina Jaitley,24 November 1981,, 168 cm, 55 kg,Light Blue,Black,Sagittarius,Shimla_Himachal Pradesh_India,Indian,,Sikhism,,Internet surfing_reading_sketching_listening to music,Married,,,images/Celina_Jaitley.jpg
Bruna Abdullah,Bruna Abdullah,24 October 1986 (Friday),,175 cm,,Hazel,Black,Scorpio,Porto Alegre_Brazil,Brazilian,Graduation,Islam,"Vegan,
",Cycling_Travelling_Doing Adventure Sports,Married,,,images/Bruna_Abdullah.jpg
Bipasha Basu,Bipasha Basu,7 January 1979,,170 cm,57 Kg,Dark Brown,Dark Brown,Capricon,Kolkata_West Bengal,Indian,High School,Hinduism,,Dancing_Reading_Doing Pilates,Married,Per film: 1-2 Crores (INR),100 Crores (INR),images/Bipasha_Basu.jpg
Bindu (Actress),Bindu (Actress),17 April 1951 ,,168 cm,80 kg,Brown,Black,Aries,Mumbai _Maharashtra_India,Indian,Not Known,Hindu,,Dancing,Married,,,images/Bindu_(Actress).jpg
Bobby Darling,Bobby Darling,10 January 1974,,165 cm,60 kg,Dark Brown,Wears Wig,Capricorn,Delhi_India,Indian,,Hinduism,,Dancing_travelling,Married ,,,images/Bobby_Darling.jpg
Bidita Bag,Bidita Bag,30 September 1987,,168 cm,56 kg,Dark Brown,Black,Libra,Santragachi_Howrah city_West Bengal_India,Indian,Economics (Hons.),Atheist,,Singing_cooking_workout_swimming_painting_cycling,Unmarried,,,images/Bidita_Bag.jpg
Bianca (aka,Bianca (aka,22 February 1985,, 173 cm, 56 kg,Brown,Black,Pisces,Gujarat_India,Indian,,Hindu,,Dancing_writing,Married,,,images/Bianca_(aka.jpg
Bindu Madhavi,Bindu Madhavi ,14 June 1986,,165 cm,55 kg,Dark Brown,Black,Cancer,Madanapalle_Andhra Pradesh_India,Indian,Graduation in Biotechnology,Hinduism,,Travelling_Reading Books,Unmarried,,,images/Bindu_Madhavi.jpg
Bhavya Gandhi,Bhavya Gandhi,20 June 1997,, 163 cm, 58 kg ,Dark Brown,Black,Gemini,Gujarat_India,Indian,,Jainism,,Horse Riding,,,,images/Bhavya_Gandhi.jpg
Bhumi Pednekar,Bhumi Pednekar,18 July 1989,,163 cm,60 Kg,Brown,Black,Cancer,Mumbai_Maharashtra_India,Indian,Bachelor of Commerce (B. Com.),Hinduism,,Reading_Practising Yoga,Unmarried ,,,images/Bhumi_Pednekar.jpg
Barun Sobti,Barun Sobti,21 August 1984,,181 cm,74 kg,Black,Black,Leo,Delhi_India,Indian ,Not Known,Sikhism,,Writing Poems_Playing Football,Married,"Rs. 30,000 per episode",,images/Barun_Sobti.jpg
Bhavana (Kannada,Bhavana (Kannada,30 January,, 163 cm, 59 kg,Brown,Black,Aquarius,Agumbe_Shimoga district_Karnataka,Indian,,Hindu,,Dancing,Not Known,,,images/Bhavana_(Kannada.jpg
Bhama (Actress),Bhama (Actress),23 May 1988,, 163 cm, 55 kg,Brown,Black,Gemini,Kottayam_Kerala_India,Indian,,Hinduism,,Singing,Married,,,images/Bhama_(Actress).jpg
Atul Kulkarni,Atul Kulkarni,10 September 1965 ,,178 cm,70 kg,Black,White,Virgo,Belgaum_Mysore State_India,Indian,"B.A. in English Literature from D. A. V. College, Solapur,
A Postgraduate Diploma in Dramatic Arts from National School of Drama",Hinduism,,Reading_Travelling_Listening to Music,Married,,,images/Atul_Kulkarni.jpg
Bhanupriya,Bhanupriya,,,,,,,,,,,,,,,,,images/Bhanupriya.jpg
Atul Agnihotri,Atul Agnihotri ,8 July 1970,,180 cm,80 kg,Brown,Black,Cancer,Delhi_India, Indian,Not Known,Not Known,,Biking,Married,,,images/Atul_Agnihotri.jpg
Avinash Tiwary,Avinash Tiwary,Year 1991,,183 cm,75 kg,Black,Black,,Mumbai_Maharashtra_India,Indian,,Hinduism,,Travelling_Reading,Unmarried,,,images/Avinash_Tiwary.jpg
Avinash Dwivedi,Avinash Dwivedi,1987,,173 cm,68 kg,Black,Black,Not Known,Delhi_India,Indian ,Not Known,Hindu,,Dancing and writing,Married,,,images/Avinash_Dwivedi.jpg
Beena Banerjee,Beena Banerjee,19 February 1943,,160 cm,60 kg,Black,Salt & Pepper,Aquarius,Kolkata_India,Indian,,Hinduism,,Cooking_Listening to old music,Separated ,,,images/Beena_Banerjee.jpg
Ashok Saraf,Ashok Saraf,4 June 1947,,178 cm,80 kg,Black,Black,Gemini,Belgaum_Maharashtra_India,Indian,Not known,Hinduism,,Travelling_Listening to Music,Married,,,images/Ashok_Saraf.jpg
Ashok Selvan,Ashok Selvan,8 November 1989,, 180 cm, 73 kg ,Brown,Black,Scorpio,Chennai_Tamil Nadu_India,Indian,,Hinduism,,Playing cricket,Unmarried,,,images/Ashok_Selvan.jpg
"Asrani Age,",Govardhan Asrani,1 January 1941,,165 cm,65 kg,Brown,Salt & pepper (Dyed black),Capricorn,Jaipurr_India, Indian,Graduate,Hindu Sindhi,,Watching movies_reading_writing scripts,Married,,$6 million,"images/Asrani_Age,.jpg"
Barkha Bisht,Barkha Bisht,28 December 1979,, 165 cm, 55 kg,Brown,Black,Capricorn,Dehradun_India,Indian,,Hinduism,,Dancing,Married,,,images/Barkha_Bisht.jpg
Babita Kapoor,Babita Kapoor,20 April 1947,,160 cm,70 kg,Dark Brown,Black,Taurus,Mumbai_India, Indian,High school graduate,Hinduism,,Reading,Married,,,images/Babita_Kapoor.jpg
Asif Ali,Asif Ali,4 February 1986,, 173 cm, 63 kg ,Black,Black,Aquarius,Thodupuzha_Idukki_Kerala_India,Indian,,Islam,,Watching films,Married,,,images/Asif_Ali.jpg
Ashish Vidyarthi,Ashish Vidyarthi,19 June 1962,,173 cm,80 kg,Dark Brown,Black,Gemini,Delhi_India,Indian,"Bachelor of Arts (B.A.) in History,
Diploma in Acting",Hinduism,,Travelling,Married,,,images/Ashish_Vidyarthi.jpg
Ashok Gehlot,Ashok Gehlot,3 May 1951,,170 cm,75 kg,Hazel Green,Salt & Pepper,Taurus,Mahamandir_Jodhpur_India,Indian,"• Bachelor of Science,
• Bachelor of Laws,
• Masters in Economics",Hinduism,Vegetarian,,Married,"₹55,000/month + Other Allowances (as in 2018) ",₹6.5 Crore (as in 2018),images/Ashok_Gehlot.jpg
Ashok Kumar,Ashok Kumar,13 October 1911,,175 cm,,Brown,Black ,Libra,Bhagalpur_Bihar_India,Indian ,Graduate ,Hinduism ,,Reading novels ,Married,₹300-400/month (during 1940s and 1950s),,images/Ashok_Kumar.jpg
Akanksha Puri,Akanksha Puri,26 July 1988,,168 cm,53 Kg,Black,Brown,Leo,Bhopal_Madhya Pradesh_India,Indian,Graduate,Hindu,,Travelling and driving,Unmarried ,Not Known,Not Known,images/Akanksha_Puri.jpg
Arya Babbar,Arya Babbar,,,,,,,,,,,,,,,,,images/Arya_Babbar.jpg
Avani Modi,Avani Modi, Not Known,,168 cm,52 Kg,Black,Black, Not Known,Gandhinagar_Gujarat_India,Indian,Graduate in Commerce,Hindu,,Rope Yoga,Unmarried ,Not Known,Not Known,images/Avani_Modi.jpg
Ayesha Takia,Ayesha Takia,"10 April 1986,
",,165 cm,63 kg,Brown,Black,"Aries,
",Chembur_Mumbai,"Indian,
","High School,
",Islam,,Reading_listening to music_watching movies_dancing_traveling,"Married,
",,"$10 million,
",images/Ayesha_Takia.jpg
Arunoday Singh,Arunoday Singh,17 February 1983,,193 cm,95 kg,Brown,Black,Aquarius,Mendora village_Bhopal_Madhya Pradesh_India,Indian,Majored in English Literature,Hinduism,,Painting_Travelling_Writing Poetry,Married,₹1 Crore/film,₹67 Crore ($10 Million),images/Arunoday_Singh.jpg
Arjun Sarja,Arjun Sarja,15 August 1964,, 178 cm, 80 kg,Light Brown,Black,Leo,Chennai_Tamil Nadu_India,Indian,Bachelor of Science (B.Sc.),Hinduism,,Writing_singing,Married,,,images/Arjun_Sarja.jpg
Arshad Warsi,Arshad Warsi,19 April 1968,,168 cm,70 kg,Light Brown,Black,Aries,Mumbai_Maharashtra_India,Indian,10th Standard,Islam,,Dancing_Biking_Cooking,Married,₹2-3 Crore/film,₹269 Crore ($40 million),images/Arshad_Warsi.jpg
Arjun Rampal,Arjun Rampal,26 November 1972 ,,185 cm,85 kg,Brown,Black,Sagittarius,Jabalpur_Madhya Pradesh_India,Indian ,B.A. in Economics ,Hinduism,Non-Vegetarian,Reading_Driving_Playing Guitar and Cricket,Divorced ,₹7-8 Crore/film,₹306 Crore ($45 million),images/Arjun_Rampal.jpg
Athiya Shetty,Athiya Shetty,5 November 1992,,178 cm,54 kg,Dark Brown,Black,Scorpio,Mumbai_Maharashtra_India,Indian,Graduate (Filmmaking & Liberal Arts),Hinduism,Non-Vegetarian,Dancing_Playing with Pets_Doing Photography,Unmarried,,,images/Athiya_Shetty.jpg
Ayesha Jhulka,Ayesha Jhulka,28 July 1972 ,,158 cm,60 kg,Dark Brown,Black ,Leo ,Srinagar_Jammu and Kashmir_India,Indian ,Graduate,Hinduism,,Travelling_Singing_Shopping_Listening to Songs ,Married,,₹82 Crores,images/Ayesha_Jhulka.jpg
Asha Parekh,Asha Parekh,2 October 1942,,161 cm,62 Kg,Dark Brown,Black,Libra,Mumbai_India,Indian,Not Known,"Jainism (Father), Islam (Mother)",,Dancing_Doing Yoga,Unmarried,,Not Known,images/Asha_Parekh.jpg
Arjun Mathur,Arjun Mathur,18 October 1981,,178 cm,70 kg,Brown,Black,Libra,New Delhi_India,Indian,Graduate,Hinduism,Non-Vegetarian,Travelling_Painting_Photography_Watching Films_Listening to Music,Divorced,,,images/Arjun_Mathur.jpg
Ashima Bhalla,Ashima Bhalla,3 August 1983,,163 cm,55 kg,Brown,Black,Leo,Chandigarh_India,Indian,Not Known,Hinduism,Non-Vegetarian,Travelling_Dancing_Shopping,Unmarried,,,images/Ashima_Bhalla.jpg
Ashwini Kalsekar,Ashwini Kalsekar,22 January 1970,,157 cm,65 kg,Dark Brown,Black,Aquarius ,Mumbai_Maharashtra_India,Indian,Bachelor of Arts,Hinduism,,Travelling_Listening to Music,Married,,,images/Ashwini_Kalsekar.jpg
Apurva Agnihotri,Apurva Agnihotri,2 December 1972,,173 cm,70 kg,Black,Black,Sagittarius,Kolkata_West Bengal_India,Indian ,Bachelor of Arts ,Hindu,,Photography,Married,Not Known,Not Known,images/Apurva_Agnihotri.jpg
Asha Negi,Asha Negi,23 August 1989,,165 cm,55 kg,Brown,Black,Virgo,Dehradun_Uttarakhand_India,Indian,Bachelor of Commerce (B.Com.),Hinduism,Non-Vegetarian,Dancing,Unmarried,,,images/Asha_Negi.jpg
Arif Zakaria,Arif Zakaria,11 November 1966,,175 cm,70 kg,Dark Brown,Black,Scorpio,Mumbai_Maharashtra_India,Indian,Graduate,Islam,,Travelling,Married,,,images/Arif_Zakaria.jpg
Anurag Kashyap,Anurag Singh Kashyap,10 September 1972,,178 cm,84 kg,Black,Black,Virgo,Gorakhpur_Uttar Pradesh,Indian,Bachelor of Science,Atheist,Non-Vegetarian,Writing_Swimming,Divorced,Rs. 8 crores/film,$110 million (As in 2018),images/Anurag_Kashyap.jpg
Arbaaz Khan,Arbaaz Khan,4 August 1967,,178 cm,75 kg,Black,Black,Leo,Mumbai_India,Indian,Not Known,Islam,Non-Vegetarian,Travelling_Cooking_Swimming,Divorced,,₹134 Crore ($20 Million),images/Arbaaz_Khan.jpg
Aravind Akash,Aravind Akash,30 November 1976,,173 cm,70 kg,Brown,Black,Sagittarius,Chennai_Tamil Nadu_India,Indian,Bachelor in History,Hinduism,Non-Vegetarian,Watching Cricket Matches_Travelling,Not Known,,,images/Aravind_Akash.jpg
Aruna Irani,Aruna Irani,18 August 1946,,160 cm,55kg,Dark Brown,Salt & Pepper,Leo,Mumbai, Indian,6th Standard,Hindu,,Reading_Cooking_Picnic,Married,,,images/Aruna_Irani.jpg
Anupam Kher,Anupam Kher,7 March 1955 ,,170 cm,70 kg,Dark Brown,N/A (Bald),Pisces,Shimla_Himachal Pradesh_India,Indian,Graduate in Theatre Drama,Hinduism,Non-Vegetarian,Listening to Old Hindi Songs_Reading,Married,₹2.17 crore (as in 2014) ,₹400 crore (as in 2018) ,images/Anupam_Kher.jpg
Archana Kavi,Archana Kavi,4 January 1990,, 175 cm, 54 kg,Brown,Black,Capricorn,Kochi_Kerala_India,Indian,,Christian,,Designing,Married,,,images/Archana_Kavi.jpg
Archana Puran,Archana Puran,26 September 1962,,165 cm,68 kg,Dark Brown,Black,Libra,Dehradun_Uttarakhand_India,Indian,Graduation in English ,Hindu,,Travelling and reading,Married,"3 crore/season (INR),
",Not Known,images/Archana_Puran.jpg
Archita Sahu,Archita Sahu,29 June 1990,,175 cm,55 kg,Black,Black,Cancer,Bhubaneswar_Odisha_India,Indian,"Graduation in B.Tech,
Visharad (Masters) in Odissi ",Hinduism,,Shopping_Dancing_Travelling_Sleeping,Unmarried,,,
Ankush Hazra,Ankush Hazra,14 February 1989,,183 cm,80 kg,Dark Brown,Black,Aquarius,Kolkata_India,India,"Bachelor of Business Administration, Electronic Engineering",Hinduism,,Travelling,Unmarried,,,images/Ankush_Hazra.jpg
Annu Kapoor,Annu Kapoor,20 February 1956,, 163 cm, 64 kg,,,Pisces,Itwara_Bhopal_Madhya Pradesh_India,Indian,,Hindu,,Singing,Married,,,images/Annu_Kapoor.jpg
Anushka Shetty,Anushka Shetty,7 November 1981 ,,178 cm,62 Kg,Dark Brown,Black,Scorpio,Bengaluru_Karnataka_India,Indian,Bachelor of Computer Applications,Hinduism,,Yoga_reading_travelling_gardening,Unmarried ,2-3 crore/film (INR),Not Known,images/Anushka_Shetty.jpg
Amrish Puri,Amrish Lal Puri,22 June 1932,,178 cm,80 kg,Brown,White,Cancer,Nawanshahr_Punjab_India,Indian,Graduate,Hinduism,,Making A Collection of Hats_Travelling_Listening to Indian Classical Music,Married,1 Crore INR/Film,,images/Amrish_Puri.jpg
Amol Palekar,Amol Palekar,24 November 1944,,168 cm,65 kg,Black,Salt & Pepper,Sagittarius,Mumbai, Indian,Diploma Course Fine Arts,Hindu,,Travelling_Writing,Married,,,images/Amol_Palekar.jpg
Alok Nath,Alok Nath,10 July 1956,,174 cm,90 kg,Dark Brown,Salt & peper,Cancer,Delhi,Indian,Graduate degree in Theatre,Hinduism,,Collecting shoes_spending time with his pet dogs,Married,,,images/Alok_Nath.jpg
Allu Arjun,Allu Arjun,8 April 1983,,175 cm,69 kg,Brown,Light Brown,Aries,Hyderabad_India ,Indian ,BBA ,Hinduism,,Collecting antique things_reading_photography_drawing,Married,13-15 crore/film (INR) ,$7 million,images/Allu_Arjun.jpg
Allu Sirish,Allu Sirish,16 January 1987,,170 cm,70 kg,Dark Brown,Black,Capricorn,Chennai_Tamil Nadu_India,Indian,Mass Communication (Journalism),Hinduism,,Driving_Gymming,Unmarried,,,images/Allu_Sirish.jpg
Amjad Khan,Amjad Khan,12 November 1940,,178 cm,120 kg,Dark Brown,Black,Scorpio,Mumbai_India,Indian,A post-graduate in Philosophy,Islam,,Driving_Listening to Music_Playing Badminton,Married,,,images/Amjad_Khan.jpg
Ali Basha,Mohammad Ali Basha,10 October 1968,,165 cm,60 kg,Dark Brown,Black,Libra,Rajahmundry_Andhra Pradesh_India,Indian,,Islam,,Travelling,Married,,,images/Ali_Basha.jpg
Allari Naresh,Allari Naresh,30 June 1982,, 188 cm, 75 kg ,Dark Brown,Black,Cancer,Hyderabad_Telangana_India,Indian,,Hinduism,,Not Known,Married,,,images/Allari_Naresh.jpg
Anurita Jha,Anurita K. Jha,17 September 1986,,-168 cm,55 kg,Brown,Black,Virgo,Katihar_Bihar_India,Indian,,Hinduism,,Travelling_Reading,Unmarried,,,images/Anurita_Jha.jpg
Akshaye Khanna,Akshaye Khanna,28 March 1975,,175 cm,70 kg,Dark Brown,Black (Semi-bald),Aries,Mumbai_Maharashtra_India,Indian,Graduate,Hinduism,Non-Vegetarian,Playing Chess & Squash_Gardening_Swimming_Reading_Gymming,Unmarried,₹2-3 crore/film ,,images/Akshaye_Khanna.jpg
Anusha Dandekar,Anusha Dandekar,9 January 1982,,165 cm,52 Kg,Grey,Black,Capricorn,Her family used to live in Pune_Maharashtra_but now resides at Kingsgrove_Sydney.,Australian,Not Known,Hindu,,Dancing and singing,Unmarried,,,images/Anusha_Dandekar.jpg
Anupama Parameswaran,Anupama Parameswaran,18 February 1996,24 Years,158 cm,55 kg,Dark Brown,Black,Aquarius,Irinjalakuda_Kerala_India,Indian,Bachelor of Arts (B.A.) in Communicative English,Hinduism,,Travelling_Dancing,Unmarried,,,images/Anupama_Parameswaran.jpg
Akshay Anand,Akshay Anand,Not Known,,173 cm,-70 kg,Black,Black,,Not Known,Indian,,Hinduism,,,Married,,,images/Akshay_Anand.jpg
Aju Varghese,Aju Varghese,11 January 1985,, 170 cm, 63 kg ,Black,Black,Capricorn,Thiruvalla_Pathanamthitta_Kerala_India,Indian,,Christian,,Not Known,Married,,,images/Aju_Varghese.jpg
Ajaz Khan,Ajaz Khan,30 May 1980,,173 cm,75 kg,Grey,Black,Gemini,Ahmedabad_Gujarat_India,Indian ,Not Known,Islam,,Gyming,Married,₹2-3 lakhs/ week,,images/Ajaz_Khan.jpg
Aftab Shivdasani,Aftab Shivdasani,25 June 1978,,180 cm,75 kg,Black,Black,Cancer,Mumbai_Maharashtra_India,Indian ,Bachelor of Commerce,Hindu,,Playing cricket,Married,Not Known,$8 million,images/Aftab_Shivdasani.jpg
Ajay Rao,Krishna Ajai Rao,24 January 1980,, 178 cm, 72 kg ,Dark Brown,Black,Aquarius,Hospet_Bellary District_Karnataka_India,Indian,,Hinduism,,Singing,Married,,,images/Ajay_Rao.jpg
Aditya Pancholi,Aditya Pancholi,4 January 1965,,191 cm,74 kg,Grey,Black,Capricorn,Mumbai_Maharashtra_India,Indian ,Not Known,Hindu,,Partying,Married,Not Known,20 Crore (INR),images/Aditya_Pancholi.jpg
Aditya Roy,Aditya Roy,16 November 1985,,188 cm,80 kg,Dark Brown,Black,Scorpio,Mumbai_Maharashtra_India,Indian ,Graduate,Hinduism,Non-Vegetarian,Collecting Matchboxes_Playing the Guitar_Drawing_Writing Songs,Unmarried,₹4 crore/film,₹54 Crore ($8 million),images/Aditya_Roy.jpg
Antara Mali,Antara Mali,1 July 1975,,165 cm,55 kg,Dark Brown,Black,Cancer,Mumbai_India, Indian,Not Known,Hinduism,,Dancing_Travelling_Reading,Married,,,images/Antara_Mali.jpg
Ankita Lokhande,Ankita Shashikant Lokhande,19 December 1984,,165 cm,55 kg,Brown,Black,Sagittarius,Ujjain_Madhya Pradesh_India,Indian,Graduate,Hinduism,Non-Vegetarian,Dancing_Swimming_Playing Badminton_Shopping_Listening to Soft Music,Unmarried,₹1.15/episode (as in 2014) ,,images/Ankita_Lokhande.jpg
Anjana Sukhani,Anjana Sukhani,10 December 1978,, 163 cm,58 kg,,,Sagittarius,Mumbai_Maharashtra_India,Indian,,Hinduism,,Shopping_Travelling,Not Known,,,images/Anjana_Sukhani.jpg
Anita Raj,Anita Raj,13 August 1962,, 168 cm, 55 kg,Black,Black,Leo,Mumbai_Maharashtra_India,Indian,,Hindu,,Dancing,Married,,,images/Anita_Raj.jpg
Anjali (Actress),Anjali (Actress),16 June 1987,, 165 cm, 52 kg,Black,Black,Gemini,Chennai_Tamil Nadu_India,Indian,,Hindu,,Dancing_listening to music,Unmarried,,,images/Anjali_(Actress).jpg
ANJU MAHENDRU,ANJU MAHENDRU,,,,,,,,,,,,,,,,,images/ANJU_MAHENDRU.jpg
Adhyayan Suman,Adhyayan Suman,13 January 1988,,180 cm,69 kg,Black,Black,Capricorn,Mumbai_India,Indian ,Not Known,Hindu,,Buying shades and perfumes,Unmarried,Not Known,Not Known,images/Adhyayan_Suman.jpg
Adil Hussain,Adil Hussain,5 October 1963,, 180 cm, 72 kg,,,Libra,Goalpara_Assam_India,Indian,,Islam,,Not Known,Married,,,images/Adil_Hussain.jpg
Andria D’souza,Andria D’souza,22 February 1986,,165 cm,55 kg,Light Brown,Brown,Pisces,Dubai_UAE,Indian,Graduate of Commerce,Hinduism,,Dancing_Listening to Music_Playing Video Games,Unmarried,,,images/Andria_D’souza.jpg
Achyuth Kumar,Achyuth Kumar,8 March 1966,,170 cm,65 kg,Dark Brown,Black,Pisces,Tiptur_Karnataka_India,Indian,Bachelor of Commerce (B.Com.),Hinduism,,Reading Books,Married,,,images/Achyuth_Kumar.jpg
Abir Chatterjee,Abir Chatterjee,18 November 1980 ,,188 cm,85 kg,Dark Brown,Black,Scorpio,Kolkata_India,Indian," Bachelor of Business Administration, MBA in Finance",Hinduism,,Shopping_Reading,Married,,,images/Abir_Chatterjee.jpg
Abhishek Bachchan,Abhishek Bachchan,5 February 1976 (Thursday),44 Years,188 cm,,Dark Brown ,Black,Aquarius,Mumbai_Maharashtra_India,Indian,Attended a Business course at the Boston University (dropout),Hindusim,Non-Vegetarian,Watching Films_Driving_Sketching_Cooking,Married,Rs. 10-12 Crore/film,$30 Million (₹200 Crore),images/Abhishek_Bachchan.jpg
Abhimanyu Singh,Abhimanyu Shekhar Singh,20 September 1975 (Saturday),,180 cm,,Dark Brown,Black,Virgo,Daudpur_Jehanabad_Bihar,Indian,Graduation ,,,Swimming_playing cricket_and fishing,Married,,,images/Abhimanyu_Singh.jpg
Andrea Jeremiah,Andrea Jeremiah,21 December 1985,,165 cm,54 kg,Dark Brown,Black,Sagittarius,Chennai_Tamil Nadu,Indian,Graduate,Roman Catholic,,Travelling,Unmarried,,,images/Andrea_Jeremiah.jpg
Aadhi Pinisetty,Aadhi Pinisetty,14 December 1982,, 183 cm, 75 kg,Black,Black,Sagittarius,Chennai_Tamil Nadu_India,Indian,BE (Bachelor of Engineering) in Computer Science,Hinduism,,Reading books_watching films,Unmarried,3 crore/film (INR),Not Known,images/Aadhi_Pinisetty.jpg
Aashish Chaudhary,Aashish Chaudhary,21 July 1978 (Friday),,175 cm,,Dark Brown,Black,Cancer,Guwahati_Assam_India,Indian,,,,Travelling_Gymming_Swimming,Married,,,images/Aashish_Chaudhary.jpg
Abbas Ali,Abbas Ali,Not Known,,168 cm,80 kg,Black,Black,Not Known,Mumbai_India,Indian,Masters in Sports and Nutritions,Islam,,Swimming_Horse-Riding,Married,,,images/Abbas_Ali.jpg
Abhay Deol,Abhay Deol,15 March 1976,,185 cm,77 kg,Dark Brown,Black,Pisces,Mumbai_Maharashtra_India,Indian,College dropout,Sikhism,,Interior designing_travelling_yoga_martial arts ,Unmarried,2-4 crore/film (INR),Not Known,images/Abhay_Deol.jpg
Amy Jackson,Amy Louise Jackson,31 January 1991,,170 cm,52 kg,Hazel Blue,Black,Aquarius,Liverpool_United Kingdom,British,Sixth form or secondary education ,Christian ,,Swimming_dancing,Engaged,₹1-2 crore/film ,$2 million,images/Amy_Jackson.jpg
Anaika Soti,Anaika Soti,14 January 1991,, 163 cm, 54 kg,Brown,Black,Capricorn,Lucknow_Uttar Pradesh_India,Indian,,Hinduism,,Cooking_painting,Unmarried,,,images/Anaika_Soti.jpg
Ananya (Dangal),Ananya (Dangal),Year- 2009,, 91 cm, 25 Kg,,,Not Known,Amritsar_Punjab_India,Indian,N/A,Hindu,,Singing_dancing,,,,images/Ananya_(Dangal).jpg
Amrita Singh,Amrita Singh,9 February 1958,62 Years,155 cm,71 kg,Brown,Brown,Aquarius,Punjab_India,Indian ,Not Known,Converted to Islam before marrying Saif Ali Khan,,Listening to Ghazals,Divorced,,,images/Amrita_Singh.jpg
Amruta Khanvilkar,Amruta Khanvilkar,23 November 1984 (Friday),,163 cm,,Dark Brown,Black,Sagittarius,Pune_Maharashtra,Indian,Graduation in Commerce and Economics ,,,Dancing and Travelling,Married,,,images/Amruta_Khanvilkar.jpg
Amyra Dastur,Amy Rohinton Dastur,7 May 1993,,165 cm,55 kg,Dark Brown,Black,Taurus,Mumbai_Maharashtra_India,Indian,Bachelor of Arts (B. A.),Parsi (Zoroastrianism),,Reading_Writing_Dancing_Playing the Guitar,Unmarried,,,
Amrita Prakash,Amrita Prakash Bakshi,12 May 1987,,168 cm,55 kg,Black,Black,Taurus,Jaipur_Rajasthan_India,Indian,Master's Degree in Commerce and Business Administration,Hinduism,Non-Vegetarian,Travelling_Hiking_Swimming_Photography_Writing_Reading_Baking ,Unmarried,,,images/Amrita_Prakash.jpg
Amrita Rao,Amrita Deepak Rao,7 June 1981 (Sunday),,163 cm,50 kg,Black,Black,Gemini,Mangalore_Karnataka_India,Indian,College Dropout,Hinduism,Vegetarian,Reading Short Stories_and Singing,Married,,,images/Amrita_Rao.jpg
Ameesha Patel,Ameesha Patel,9 June 1976 (Wednesday),,162 cm,,Dark Brown,Black,Gemini,Mumbai_India,Indian,A Bachelor's Degree in Commerce,Hinduism,,Dancing_Reading_Listening to Music_Travelling,Unmarried,,$30 million (as in 2018),images/Ameesha_Patel.jpg
Amala Akkineni,Amala Akkineni,12 September 1968,,165 cm,55 kg,Black,Black,Virgo,Kolkata_West Bengal_India,Indian,Bachelor of Fine Arts in Bharata Natyam,Hinduism,Non-Vegetarian,,Married,,$50 million,images/Amala_Akkineni.jpg
Amrita Arora,Amrita Arora,31 January 1981,,157 cm,50 kg,Brown,Light Brown,Aquarius,Mumbai_Maharashtra_India,Indian,Graduate,Hinduism,,Photography_Shopping_Yoga,Married,,,images/Amrita_Arora.jpg
Amala Paul,Amala Paul,26 October 1991,, 163 cm, 50 kg,,,Scorpio,Kochi_Kerala_India,Indian,,Christianity,,Dancing_Reading_Cooking,Divorced ,,,images/Amala_Paul.jpg
Akshara Haasan,Akshara Haasan,12 October 1991,,165 cm,53 kg,Hazel Green,Black,Libra,Chennai_Tamil Nadu_India,Indian,Not Known,Buddhism,,Dancing_photography,Unmarried,Not Known,,images/Akshara_Haasan.jpg
Ameeta Nangia,Ameeta Nangia,Not Known,,165 cm,70 kg,Black,Brown,,New Delhi_India,Indian,,Hinduism,,Painting,Married,,,images/Ameeta_Nangia.jpg
